season,week,game_id,away_team,home_team,actual_away,actual_home,projected_away,projected_home,projected_margin,projected_total,fbs_fbs,data_confidence,market,line,pick_side,edge,result
2025,1,401752798,Missouri State,USC,13.0,73.0,28.784,61.399,32.615,90.183,True,44.0,Spread,-34.5,AWAY,1.8853960304272022,L
2025,1,401752798,Missouri State,USC,13.0,73.0,28.784,61.399,32.615,90.183,True,44.0,Over,59.5,OVER,30.683416653517114,W
2025,1,401752799,UAlbany,Iowa,7.0,34.0,4.017,47.927,43.91,51.945,False,44.0,Spread,-39.5,HOME,4.410196109770851,L
2025,1,401752799,UAlbany,Iowa,7.0,34.0,4.017,47.927,43.91,51.945,False,44.0,Over,48.5,OVER,3.444604641584533,L
2025,1,401752800,Utah,UCLA,43.0,10.0,12.485,13.158,0.673,25.643,True,44.0,Spread,6.5,HOME,7.1727847463196035,L
2025,1,401752800,Utah,UCLA,43.0,10.0,12.485,13.158,0.673,25.643,True,44.0,Under,50.5,UNDER,24.85685895611435,L
2025,1,401752801,Ball State,Purdue,0.0,31.0,37.189,40.415,3.226,77.604,True,44.0,Spread,-16.5,AWAY,13.273654643238558,L
2025,1,401752801,Ball State,Purdue,0.0,31.0,37.189,40.415,3.226,77.604,True,44.0,Over,50.5,OVER,27.10366910009614,L
2025,1,401752802,Western Michigan,Michigan State,6.0,23.0,28.814,36.106,7.292,64.921,True,44.0,Spread,-18.5,AWAY,11.208053268823587,W
2025,1,401752802,Western Michigan,Michigan State,6.0,23.0,28.814,36.106,7.292,64.921,True,44.0,Over,49.5,OVER,15.420751665754011,L
2025,1,401752803,Northwestern,Tulane,3.0,23.0,16.811,34.905,18.094,51.717,True,44.0,Spread,-6.5,HOME,11.59397513284246,W
2025,1,401752803,Northwestern,Tulane,3.0,23.0,16.811,34.905,18.094,51.717,True,44.0,Over,47.5,OVER,4.216753744824416,L
